# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
716           	1.7711710e-02	2.7039010e-03	1.8984120e-03	5.1105510e-04
717           	1.8714690e-02	2.8215490e-03	2.0226820e-03	4.8958770e-04
718           	1.7296130e-02	2.8258210e-03	1.9891060e-03	5.0224780e-04
719           	1.5835980e-02	2.8642220e-03	1.9789310e-03	4.9875500e-04
720           	1.4991520e-02	2.7598960e-03	1.9653830e-03	4.7903910e-04
721           	1.4639870e-02	2.7668490e-03	1.9065950e-03	4.6675280e-04
722           	1.4668610e-02	2.7662060e-03	1.9108050e-03	4.6291190e-04
723           	1.5065130e-02	2.7600460e-03	1.9249820e-03	4.7312860e-04
724           	1.6382100e-02	2.9181330e-03	1.9178420e-03	5.0015540e-04
725           	1.6209560e-02	2.9028510e-03	1.9788250e-03	4.8405940e-04
726           	1.6711390e-02	2.7705380e-03	1.9189100e-03	4.8202110e-04
727           	1.7617650e-02	2.8008920e-03	1.9571520e-03	4.7254240e-04
728           	1.6005470e-02	2.8589300e-03	1.9655560e-03	4.7663310e-04
729           	1.4747690e-02	2.7662070e-03	1.9093700e-03	4.7450770e-04
730           	1.3676070e-02	2.8960620e-03	2.0258180e-03	4.9663650e-04
731           	1.4593690e-02	2.9004770e-03	2.0622180e-03	5.0679590e-04
732           	1.6878710e-02	2.8333140e-03	1.9681100e-03	4.7750920e-04
733           	1.5941440e-02	2.9637980e-03	2.0926720e-03	5.0599710e-04
734           	1.7706310e-02	2.8643610e-03	1.9922510e-03	4.9133420e-04
735           	1.5772170e-02	3.0371570e-03	2.1926670e-03	5.1648850e-04
736           	1.7682180e-02	2.8477540e-03	1.9167410e-03	4.7481560e-04
737           	1.7039390e-02	2.9133570e-03	2.0045740e-03	4.7676870e-04
738           	1.6430180e-02	2.8000310e-03	1.9120850e-03	4.6155980e-04
739           	1.5248460e-02	2.8324870e-03	1.9262880e-03	4.6571420e-04
740           	1.4943530e-02	2.8003580e-03	1.9259210e-03	4.6918720e-04
741           	1.3806440e-02	2.7217880e-03	1.8586420e-03	4.4959450e-04
742           	1.4680210e-02	2.7020940e-03	1.8563690e-03	4.6972240e-04
743           	1.6067500e-02	2.8976410e-03	1.9401240e-03	4.8932140e-04
744           	1.7160590e-02	2.7973060e-03	1.8835150e-03	4.5064800e-04
745           	1.6170520e-02	2.9176760e-03	2.0423950e-03	4.8798570e-04
746           	1.6417230e-02	2.8008740e-03	1.9367160e-03	4.6192840e-04
747           	1.5350110e-02	2.8026710e-03	1.9205410e-03	4.5970490e-04
748           	1.4913120e-02	2.6953640e-03	1.8668170e-03	4.6046880e-04
749           	1.5221390e-02	2.7351370e-03	1.8660370e-03	4.5124390e-04
750           	1.4365650e-02	2.8411390e-03	1.9527080e-03	4.8883020e-04
751           	1.4335170e-02	2.6761570e-03	1.7708030e-03	4.3040220e-04
752           	1.4554960e-02	2.7869250e-03	1.8736550e-03	4.5228380e-04
753           	1.3796210e-02	2.7740930e-03	1.9155340e-03	4.5249480e-04
754           	1.5278040e-02	2.7066030e-03	1.8701210e-03	4.5521600e-04
755           	1.8888140e-02	2.7470990e-03	1.8286240e-03	4.5590720e-04
756           	1.6077730e-02	2.8578790e-03	2.0189250e-03	4.8298960e-04
757           	1.7299360e-02	2.6562890e-03	1.8200690e-03	4.3349530e-04
758           	1.6288200e-02	2.8354490e-03	1.9549270e-03	4.8070420e-04
759           	1.4016550e-02	2.6970150e-03	1.8265390e-03	4.4734000e-04
760           	1.2603620e-02	2.6053830e-03	1.7469340e-03	4.5119520e-04
761           	1.4127930e-02	2.5792820e-03	1.8786340e-03	4.7692360e-04
762           	1.8053450e-02	2.6417100e-03	1.8430730e-03	4.5245200e-04
763           	1.6995030e-02	2.7602210e-03	1.9511020e-03	4.8227620e-04
764           	1.6490220e-02	2.6839830e-03	1.8336490e-03	4.4619100e-04
765           	1.8201980e-02	2.7178430e-03	1.8265780e-03	4.6037750e-04
766           	1.7109010e-02	2.8734670e-03	1.9756950e-03	4.9491540e-04
767           	1.5743980e-02	2.6506240e-03	1.8417850e-03	4.5713920e-04
768           	1.4909510e-02	2.8552270e-03	1.9690350e-03	4.7591910e-04
769           	1.4599890e-02	2.7396240e-03	1.8952760e-03	4.6025550e-04
770           	1.5568630e-02	2.5920270e-03	1.8333430e-03	4.5039570e-04
771           	1.6427340e-02	2.6666260e-03	1.8068870e-03	4.5113260e-04
772           	1.7297100e-02	2.6175770e-03	1.8430620e-03	4.5808500e-04
773           	1.5435030e-02	2.6792470e-03	1.8723230e-03	4.8245170e-04
774           	1.5341040e-02	2.6044830e-03	1.8545860e-03	4.5248290e-04
775           	1.9287410e-02	2.5937700e-03	1.9543810e-03	4.6523940e-04
776           	1.6845990e-02	2.7969850e-03	1.9784800e-03	4.8748860e-04
777           	1.6929890e-02	2.5675720e-03	1.8278840e-03	4.4687840e-04
778           	1.6213050e-02	2.6747320e-03	1.9180520e-03	4.6273350e-04
779           	1.3480700e-02	2.7000540e-03	1.9567120e-03	4.6192780e-04
780           	1.3771190e-02	2.5175100e-03	1.8003660e-03	4.4013810e-04
781           	1.4737370e-02	2.4950000e-03	1.7585140e-03	4.3131980e-04
782           	1.4012380e-02	2.5888540e-03	1.8094210e-03	4.4629790e-04
783           	1.4508480e-02	2.5788590e-03	1.7884560e-03	4.4954910e-04
784           	1.7542810e-02	2.4866000e-03	1.7598790e-03	4.2670140e-04
785           	1.6225350e-02	2.7024900e-03	1.9654870e-03	4.7830180e-04
786           	1.7744250e-02	2.6203660e-03	1.8731900e-03	4.4695960e-04
787           	1.6787340e-02	2.6589700e-03	1.8349860e-03	4.5865310e-04
788           	1.7200160e-02	2.5251390e-03	1.8164080e-03	4.3663470e-04
789           	1.7258840e-02	2.7649610e-03	1.9165050e-03	4.7882790e-04
790           	1.4936450e-02	2.6196890e-03	1.8253710e-03	4.5433840e-04
791           	1.4422830e-02	2.5824780e-03	1.8500530e-03	4.5064670e-04
792           	1.4348240e-02	2.5995680e-03	1.8491960e-03	4.4602170e-04
793           	1.4491510e-02	2.4833170e-03	1.7980160e-03	4.3894410e-04
794           	1.4179730e-02	2.5114920e-03	1.8146770e-03	4.3832620e-04
795           	1.6913980e-02	2.4891710e-03	1.8532730e-03	4.4466480e-04
796           	1.6853530e-02	2.7700560e-03	1.9792790e-03	4.7808160e-04
797           	1.8803810e-02	2.6168360e-03	1.9326620e-03	4.5872390e-04
798           	1.7901330e-02	2.6817950e-03	1.9931400e-03	4.9194060e-04
799           	1.6568480e-02	2.6749260e-03	2.0327780e-03	4.8991890e-04
800           	1.5779690e-02	2.5651940e-03	1.9256250e-03	4.5132790e-04
801           	1.7839430e-02	2.6148400e-03	1.8587780e-03	4.5010550e-04
802           	1.9151480e-02	2.6378180e-03	1.9116630e-03	4.5295230e-04
803           	1.9019130e-02	2.7730110e-03	1.9416260e-03	4.6660700e-04
804           	1.8312360e-02	2.7179990e-03	1.9785540e-03	4.9298220e-04
805           	1.7365630e-02	2.6395200e-03	1.8889890e-03	4.5108370e-04
806           	1.5511030e-02	2.5226050e-03	1.8657330e-03	4.4356600e-04
807           	1.7522230e-02	2.4873950e-03	1.8435640e-03	4.2600870e-04
808           	1.4887830e-02	2.6971720e-03	2.0083620e-03	4.6888820e-04
809           	1.3625890e-02	2.5544430e-03	1.8839460e-03	4.3884470e-04
810           	1.7709260e-02	2.4465980e-03	1.9644550e-03	4.7418550e-04
811           	1.9487450e-02	2.6076620e-03	1.9084640e-03	4.6197550e-04
812           	1.7892890e-02	2.6260590e-03	2.1097690e-03	5.3091970e-04
813           	1.7863750e-02	2.5661450e-03	1.9023660e-03	4.4713030e-04
814           	1.7057680e-02	2.5090350e-03	1.8884590e-03	4.4129680e-04
815           	1.4410740e-02	2.5126460e-03	1.8805130e-03	4.3802890e-04
816           	1.3452450e-02	2.4366850e-03	1.7825570e-03	4.1721820e-04
817           	1.4000750e-02	2.5406890e-03	1.9113510e-03	4.4137390e-04
818           	1.3656160e-02	2.4574350e-03	1.8336920e-03	4.3983810e-04
819           	1.6254890e-02	2.4213880e-03	1.7888470e-03	4.3018330e-04
820           	1.3853190e-02	2.4736720e-03	1.8665430e-03	4.3077250e-04
821           	1.4247810e-02	2.4070500e-03	1.7786360e-03	4.1914190e-04
822           	1.6481230e-02	2.4428500e-03	1.8139900e-03	4.1419000e-04
823           	1.5931180e-02	2.5303080e-03	1.8238040e-03	4.1767360e-04
824           	1.4145930e-02	2.6610970e-03	1.8890100e-03	4.4466000e-04
825           	1.6830870e-02	2.7147630e-03	1.8916620e-03	4.5231110e-04
826           	1.5437070e-02	2.4420560e-03	1.8741390e-03	4.3024380e-04
827           	1.2558310e-02	2.4267060e-03	1.7843890e-03	4.1363110e-04
828           	1.5732810e-02	2.3936630e-03	1.8911800e-03	4.4312590e-04
829           	1.6064480e-02	2.4544710e-03	1.8874530e-03	4.4563910e-04
830           	1.9842190e-02	2.4511740e-03	1.8255710e-03	4.1748470e-04
831           	1.9614040e-02	2.6611220e-03	2.1225680e-03	5.0798060e-04
832           	1.6161740e-02	2.5149050e-03	1.8627810e-03	4.4306840e-04
833           	1.2821250e-02	2.4680420e-03	1.7695210e-03	4.2834470e-04
834           	1.0416490e-02	2.3434330e-03	1.7035990e-03	4.1131790e-04
835           	1.3064520e-02	2.3534690e-03	1.8165800e-03	4.3423910e-04
836           	1.4578920e-02	2.3766030e-03	1.7451390e-03	4.0530330e-04
837           	1.5932960e-02	2.4120010e-03	1.8207530e-03	4.2340840e-04
838           	1.5862930e-02	2.4890700e-03	1.8406640e-03	4.3008250e-04
839           	1.3925830e-02	2.4421740e-03	1.7713630e-03	4.1924150e-04
840           	1.5838730e-02	2.3231770e-03	1.7706240e-03	4.3123320e-04
841           	1.6519230e-02	2.4650340e-03	1.8608800e-03	4.4141020e-04
842           	1.3312140e-02	2.3751020e-03	1.7342990e-03	4.0653190e-04
843           	1.1298050e-02	2.2819240e-03	1.6548720e-03	3.8900820e-04
844           	1.3624060e-02	2.2314970e-03	1.7004170e-03	4.0382180e-04
845           	1.5700690e-02	2.3793430e-03	1.7491320e-03	4.0764400e-04
846           	1.7511730e-02	2.4633000e-03	1.7980300e-03	4.2603960e-04
847           	1.4043750e-02	2.3897760e-03	1.6595410e-03	4.0445520e-04
848           	1.2871920e-02	2.3175640e-03	1.6871260e-03	4.1361220e-04
849           	1.8180680e-02	2.4462960e-03	1.8423870e-03	4.4671460e-04
850           	1.7918940e-02	2.4666570e-03	1.8388910e-03	4.4429680e-04
851           	1.5887500e-02	2.4970810e-03	1.7590100e-03	4.2521680e-04
852           	1.5549840e-02	2.4403360e-03	1.7960180e-03	4.1947950e-04
853           	1.5486500e-02	2.4802860e-03	1.8442160e-03	4.2995740e-04
854           	1.3335940e-02	2.2398080e-03	1.6509790e-03	3.9786910e-04
855           	1.6208570e-02	2.3324440e-03	1.7073520e-03	4.2015040e-04
856           	1.4994740e-02	2.3207470e-03	1.6995190e-03	4.2293820e-04
857           	1.6822340e-02	2.3971080e-03	1.7315130e-03	4.1474270e-04
858           	1.7892450e-02	2.5019170e-03	1.7701060e-03	4.3539270e-04
859           	1.8795550e-02	2.5614050e-03	1.9120940e-03	4.7144900e-04
860           	1.6931950e-02	2.5932930e-03	1.9175010e-03	4.3423120e-04
861           	1.6550600e-02	2.3414140e-03	1.7512780e-03	4.2127400e-04
862           	1.4634360e-02	2.3444310e-03	1.7999700e-03	4.2177490e-04
863           	1.4038330e-02	2.2687110e-03	1.7397980e-03	4.1598960e-04
864           	1.7863770e-02	2.3154950e-03	1.7336810e-03	4.3303040e-04
865           	1.5030680e-02	2.4325100e-03	1.8171210e-03	4.2347320e-04
866           	1.1771160e-02	2.2511830e-03	1.6953600e-03	4.1449110e-04
867           	1.5042450e-02	2.2225950e-03	1.7772610e-03	4.2459390e-04
868           	1.5442320e-02	2.2502850e-03	1.7707440e-03	4.1490370e-04
869           	1.6179710e-02	2.2973010e-03	1.6682040e-03	3.9832730e-04
870           	1.5868010e-02	2.3160940e-03	1.7350580e-03	4.2359690e-04
871           	1.5911900e-02	2.2707520e-03	1.7305510e-03	4.2129160e-04
872           	1.3907900e-02	2.3858840e-03	1.7483920e-03	4.0921720e-04
873           	1.6762530e-02	2.3563170e-03	1.7592640e-03	4.2940180e-04
874           	1.7838610e-02	2.3716360e-03	1.7766110e-03	4.2106210e-04
875           	1.6658440e-02	2.3935830e-03	1.7425100e-03	4.2134890e-04
876           	1.5966380e-02	2.3921790e-03	1.9492590e-03	4.5806750e-04
877           	1.7281860e-02	2.3332180e-03	1.7989160e-03	4.2148570e-04
878           	1.5568680e-02	2.4124540e-03	1.8633530e-03	4.3228890e-04
879           	1.2988040e-02	2.3754310e-03	1.7972050e-03	4.2395970e-04
880           	1.5377010e-02	2.2603220e-03	1.8107870e-03	4.3243710e-04
881           	1.4250470e-02	2.4379070e-03	1.8027240e-03	4.3190220e-04
882           	1.5435180e-02	2.3380250e-03	1.7306780e-03	4.1408100e-04
883           	1.6792540e-02	2.3220770e-03	1.7495750e-03	4.0448750e-04
884           	1.8228850e-02	2.4066470e-03	1.9059160e-03	4.3849240e-04
885           	1.5815520e-02	2.3864240e-03	1.8301550e-03	4.2771730e-04
886           	1.3558910e-02	2.3062230e-03	1.7264140e-03	3.9521020e-04
887           	1.4498450e-02	2.3069900e-03	1.7593640e-03	4.1930740e-04
888           	1.6581100e-02	2.3846310e-03	1.8354900e-03	4.0892040e-04
889           	1.5594920e-02	2.5125890e-03	2.0645110e-03	4.6801390e-04
890           	1.6259010e-02	2.3884140e-03	1.7671160e-03	4.0216600e-04
891           	1.4688060e-02	2.3987320e-03	1.7235870e-03	4.1305330e-04
892           	1.6460060e-02	2.2754340e-03	1.6880480e-03	3.9895140e-04
893           	1.5792680e-02	2.3271830e-03	1.7292850e-03	3.9513610e-04
894           	1.4678090e-02	2.4232650e-03	1.9077630e-03	4.6013780e-04
895           	1.4885160e-02	2.3270130e-03	1.7792860e-03	4.2389630e-04
896           	1.4924910e-02	2.3047000e-03	1.8441520e-03	4.2786440e-04
897           	1.4690450e-02	2.3199820e-03	1.8058760e-03	4.1646470e-04
898           	1.5620030e-02	2.3906210e-03	1.8686180e-03	4.1567310e-04
899           	1.4925760e-02	2.3591290e-03	1.7680280e-03	4.0208830e-04
900           	1.6156800e-02	2.3281160e-03	1.7542050e-03	4.0159140e-04
901           	1.7110630e-02	2.3618320e-03	1.7851850e-03	3.9911840e-04
902           	1.6765700e-02	2.5579040e-03	1.9696930e-03	4.3644140e-04
903           	1.5808070e-02	2.4951710e-03	1.9023120e-03	4.2609230e-04
904           	1.3151980e-02	2.2984010e-03	1.6848620e-03	3.8379480e-04
905           	1.3621350e-02	2.3261210e-03	1.7498350e-03	4.1550240e-04
906           	1.4986320e-02	2.4413940e-03	1.8962760e-03	4.6107800e-04
907           	1.7593910e-02	2.3880200e-03	1.7871250e-03	4.0797160e-04
908           	1.6423780e-02	2.4527610e-03	1.9394700e-03	4.3940810e-04
909           	1.5093060e-02	2.3648370e-03	1.8454830e-03	4.1985970e-04
910           	1.4823110e-02	2.4672810e-03	1.7903090e-03	4.0527940e-04
911           	1.7557500e-02	2.2922630e-03	1.7172990e-03	4.0423950e-04
912           	1.7387200e-02	2.4792270e-03	1.8812620e-03	4.2981750e-04
913           	1.4485370e-02	2.3905790e-03	1.8426860e-03	4.2267550e-04
914           	1.3733560e-02	2.2951530e-03	1.8269250e-03	4.3819140e-04
915           	1.5619100e-02	2.3841360e-03	1.7550220e-03	4.1303570e-04
916           	1.6882100e-02	2.4308750e-03	1.8359330e-03	4.0104640e-04
917           	1.6790160e-02	2.5147290e-03	1.9362700e-03	4.3284770e-04
918           	1.6409680e-02	2.3711730e-03	1.8481360e-03	4.1127610e-04
919           	1.4614690e-02	2.3640320e-03	1.7616540e-03	3.9078040e-04
920           	1.4017610e-02	2.5083850e-03	1.7903690e-03	4.1103080e-04
921           	1.5566960e-02	2.4480500e-03	1.7978650e-03	4.0280670e-04
922           	1.4513320e-02	2.3866710e-03	1.7623750e-03	4.1521860e-04
923           	1.5429170e-02	2.2904440e-03	1.6845160e-03	3.9366040e-04
924           	1.9551190e-02	2.4919870e-03	1.7772940e-03	4.1341870e-04
925           	1.7032440e-02	2.5748710e-03	1.9367820e-03	4.2989390e-04
926           	1.5659120e-02	2.4455090e-03	1.8097880e-03	4.1092040e-04
927           	1.6902820e-02	2.3415250e-03	1.7639040e-03	4.1504490e-04
928           	1.4760650e-02	2.4153370e-03	1.8253440e-03	4.1711290e-04
929           	1.5126490e-02	2.3744660e-03	1.7618920e-03	4.2928600e-04
930           	1.7089540e-02	2.5724470e-03	1.8359590e-03	4.0585330e-04
931           	1.6157530e-02	2.3289260e-03	1.8045960e-03	4.1253340e-04
932           	1.4800050e-02	2.3099570e-03	1.7839410e-03	4.1128820e-04
933           	1.3601690e-02	2.3842990e-03	1.6818820e-03	3.8993360e-04
934           	1.5753580e-02	2.3195870e-03	1.6416890e-03	3.7822320e-04
935           	1.5605420e-02	2.5538650e-03	1.8052340e-03	4.1828350e-04
936           	1.7364820e-02	2.4644740e-03	1.7133470e-03	3.8898320e-04
937           	1.5734730e-02	2.3516050e-03	1.6700890e-03	3.8069100e-04
938           	1.4775000e-02	2.3001130e-03	1.6112730e-03	3.7848770e-04
939           	1.3674620e-02	2.3284160e-03	1.6847400e-03	3.8332010e-04
940           	1.1668360e-02	2.2685590e-03	1.6301740e-03	3.7273910e-04
941           	1.3023800e-02	2.3116520e-03	1.7160420e-03	4.0759320e-04
942           	1.7973820e-02	2.2914890e-03	1.6748320e-03	3.9129130e-04
943           	1.6705290e-02	2.3856880e-03	1.8539320e-03	4.4633780e-04
944           	1.5807630e-02	2.3304690e-03	1.7219280e-03	4.0165860e-04
945           	1.6739190e-02	2.3401600e-03	1.6753790e-03	3.9031900e-04
946           	1.4867960e-02	2.3603140e-03	1.7091880e-03	3.8615310e-04
947           	1.4326860e-02	2.2551170e-03	1.6148500e-03	3.7894600e-04
948           	1.4152320e-02	2.2967940e-03	1.7044440e-03	3.9682370e-04
949           	1.2339280e-02	2.2508760e-03	1.6084360e-03	3.7486480e-04
950           	1.2857410e-02	2.2147880e-03	1.7299300e-03	4.1404970e-04
951           	1.3581000e-02	2.2441250e-03	1.7530570e-03	4.1361910e-04
952           	1.5519770e-02	2.3337780e-03	1.7589980e-03	4.0287450e-04
953           	1.6504240e-02	2.4171530e-03	1.8348950e-03	4.1830270e-04
954           	1.9893470e-02	2.2858150e-03	1.6183630e-03	3.7466700e-04
955           	1.8659880e-02	2.4223660e-03	1.7875030e-03	4.0637300e-04
956           	1.5709410e-02	2.4707380e-03	1.8251020e-03	4.1689800e-04
957           	1.6652810e-02	2.2683250e-03	1.7272210e-03	4.0050250e-04
958           	1.6313000e-02	2.4755860e-03	1.7920760e-03	4.0621430e-04
959           	1.5197420e-02	2.3391880e-03	1.7274280e-03	4.0535330e-04
960           	1.5384190e-02	2.3096340e-03	1.7090390e-03	3.9468300e-04
961           	1.5858280e-02	2.3129120e-03	1.7690200e-03	4.0904100e-04
962           	1.8983450e-02	2.5848480e-03	1.8946390e-03	4.3633750e-04
963           	1.8893010e-02	2.5012300e-03	1.8269610e-03	4.1237630e-04
964           	1.7401030e-02	2.3964920e-03	1.8420920e-03	4.1012910e-04
965           	1.8463680e-02	2.3814420e-03	1.7379470e-03	4.1546640e-04
966           	1.5542630e-02	2.5004470e-03	1.9287330e-03	4.9457540e-04
967           	1.5428790e-02	2.3137980e-03	1.7116590e-03	4.0507830e-04
968           	1.3681650e-02	2.4180920e-03	1.8526450e-03	4.1411410e-04
969           	1.5931120e-02	2.3732660e-03	1.8071710e-03	4.1807370e-04
970           	1.7300500e-02	2.3434280e-03	1.7728990e-03	3.9480260e-04
971           	1.5899700e-02	2.4823700e-03	1.9474820e-03	4.3290400e-04
972           	1.8581160e-02	2.3780260e-03	1.7321450e-03	4.0376280e-04
973           	1.7492980e-02	2.4703320e-03	1.8465890e-03	4.3036250e-04
974           	1.6040340e-02	2.4804820e-03	1.8538830e-03	4.2855100e-04
975           	1.5016050e-02	2.6063420e-03	1.9825670e-03	4.3846700e-04
976           	1.6933000e-02	2.4004390e-03	1.7979390e-03	3.9990060e-04
977           	1.5126590e-02	2.5330960e-03	1.9371110e-03	4.4037780e-04
978           	1.4811490e-02	2.4102030e-03	1.8570310e-03	4.2474550e-04
979           	1.6963210e-02	2.3875250e-03	1.7307480e-03	3.9130690e-04
980           	2.0335190e-02	2.4962280e-03	1.7806410e-03	4.1232190e-04
981           	1.8210300e-02	2.5800550e-03	1.8899250e-03	4.4265850e-04
982           	1.3859460e-02	2.3775430e-03	1.7924590e-03	4.1351610e-04
983           	1.5296550e-02	2.3770360e-03	1.8012440e-03	4.0277210e-04
984           	1.4902870e-02	2.5690050e-03	1.9118850e-03	4.4103610e-04
985           	1.7537550e-02	2.5262850e-03	1.8668630e-03	4.2420200e-04
986           	1.7558110e-02	2.5119200e-03	1.8755860e-03	4.3911460e-04
987           	1.8350070e-02	2.4397870e-03	1.8633280e-03	4.6363550e-04
988           	1.6124360e-02	2.4335930e-03	1.8698550e-03	4.5257960e-04
989           	1.5505090e-02	2.3943500e-03	1.7311530e-03	4.0000450e-04
990           	1.6382070e-02	2.4317000e-03	1.8691550e-03	4.2526780e-04
991           	1.2535700e-02	2.4609800e-03	1.9234460e-03	4.3433350e-04
992           	1.4832020e-02	2.3940040e-03	1.8872820e-03	4.3467460e-04
993           	1.6576620e-02	2.4346000e-03	1.8344290e-03	4.3042910e-04
994           	1.9580600e-02	2.4842600e-03	1.9041350e-03	4.6868940e-04
995           	1.7126860e-02	2.5689440e-03	1.9825100e-03	4.6223510e-04
996           	1.6310750e-02	2.5376500e-03	1.9138500e-03	4.2717670e-04
997           	1.2591880e-02	2.4050830e-03	1.6953120e-03	3.8509880e-04
998           	1.2577860e-02	2.3779370e-03	1.8484980e-03	4.3962120e-04
999           	1.6227880e-02	2.4195190e-03	1.8524440e-03	4.3600530e-04
1000          	1.5941730e-02	2.4107100e-03	1.7489880e-03	4.0182280e-04
1001          	1.5082870e-02	2.4317210e-03	1.6858440e-03	3.9477170e-04
1002          	1.3758790e-02	2.4183370e-03	1.8232510e-03	4.1333920e-04
1003          	1.4830240e-02	2.4097240e-03	1.7724060e-03	4.0993270e-04
1004          	1.3354270e-02	2.3378430e-03	1.7443030e-03	3.9030880e-04
1005          	1.5775640e-02	2.3214250e-03	1.7344460e-03	4.0374740e-04
1006          	1.4297310e-02	2.4373150e-03	1.7346180e-03	4.1206710e-04
1007          	1.8395130e-02	2.2944030e-03	1.6460500e-03	3.7544700e-04
1008          	1.7960530e-02	2.5747790e-03	1.9100370e-03	4.5146730e-04
1009          	1.4284800e-02	2.3857540e-03	1.7597770e-03	4.1140620e-04
1010          	1.3211010e-02	2.3302590e-03	1.6697610e-03	3.9596400e-04
1011          	1.3107570e-02	2.3015720e-03	1.7028830e-03	3.9126850e-04
1012          	1.5803650e-02	2.4429700e-03	1.7261410e-03	4.0765310e-04
1013          	1.5162670e-02	2.3372030e-03	1.7707960e-03	4.0170960e-04
1014          	1.5970270e-02	2.3803210e-03	1.7847780e-03	4.0684010e-04
1015          	1.7342780e-02	2.4267200e-03	1.7129020e-03	3.9409100e-04
1016          	1.5918870e-02	2.3483980e-03	1.7706090e-03	4.0194920e-04
1017          	1.5593950e-02	2.3954060e-03	1.7368160e-03	4.0594930e-04
1018          	1.4333290e-02	2.4077350e-03	1.9170060e-03	4.3871900e-04
1019          	1.6411350e-02	2.3525960e-03	1.7903040e-03	4.2441320e-04
1020          	1.6204440e-02	2.5054870e-03	1.7075240e-03	4.0676700e-04
1021          	1.6998170e-02	2.3181700e-03	1.7070880e-03	3.9777450e-04
1022          	1.5052590e-02	2.4766070e-03	1.8603470e-03	4.1764330e-04
1023          	1.4097210e-02	2.4519160e-03	1.8515960e-03	4.1709270e-04
1024          	1.3240270e-02	2.2760010e-03	1.6992400e-03	3.9567800e-04
1025          	1.5651740e-02	2.4390670e-03	1.8316840e-03	4.1596940e-04
1026          	1.4741100e-02	2.4759350e-03	1.7717970e-03	4.1078270e-04
1027          	1.4406840e-02	2.2189220e-03	1.5909140e-03	3.7674820e-04
1028          	1.6332190e-02	2.3953640e-03	1.6800380e-03	3.9526570e-04
1029          	1.4748550e-02	2.4464060e-03	1.7649590e-03	4.1526190e-04
1030          	1.5165090e-02	2.1540540e-03	1.5726060e-03	3.6285070e-04
1031          	1.5625980e-02	2.1747370e-03	1.6122630e-03	3.7271960e-04
1032          	1.7087740e-02	2.2177990e-03	1.6400070e-03	3.8095970e-04
1033          	1.4870790e-02	2.3329240e-03	1.7229250e-03	4.1875230e-04
1034          	1.4849910e-02	2.2075810e-03	1.6239790e-03	3.7005270e-04
1035          	1.6133640e-02	2.2161400e-03	1.6388400e-03	3.8642380e-04
1036          	1.3921860e-02	2.3686340e-03	1.7676990e-03	4.1208220e-04
1037          	1.4877920e-02	2.1862130e-03	1.6647630e-03	3.9814830e-04
1038          	1.7058140e-02	2.2673270e-03	1.5876730e-03	3.7817900e-04
1039          	1.6811560e-02	2.2841600e-03	1.8028920e-03	4.4572150e-04
1040          	1.4101080e-02	2.1828780e-03	1.5968980e-03	3.8369120e-04
1041          	1.4774910e-02	2.2649100e-03	1.7109620e-03	4.1621480e-04
1042          	1.2790510e-02	2.2346200e-03	1.6651610e-03	4.0209730e-04
1043          	1.4229060e-02	2.1900840e-03	1.6594050e-03	4.1011240e-04
1044          	1.8626030e-02	2.2713830e-03	1.6905090e-03	3.9628130e-04
1045          	2.1461880e-02	2.2893660e-03	1.7112010e-03	4.1104140e-04
1046          	1.6929270e-02	2.6725930e-03	2.0231260e-03	4.6824290e-04
1047          	1.6260670e-02	2.2936420e-03	1.6735140e-03	3.9380260e-04
1048          	1.8821500e-02	2.3848120e-03	1.7330890e-03	4.1181340e-04
1049          	1.8868220e-02	2.4569550e-03	1.7859980e-03	4.2806740e-04
1050          	1.7011730e-02	2.4284150e-03	1.7437160e-03	4.0759110e-04
1051          	1.6566030e-02	2.4526080e-03	1.7722250e-03	4.1307840e-04
1052          	1.7517480e-02	2.1849610e-03	1.6591200e-03	4.0185400e-04
1053          	1.8641360e-02	2.4521530e-03	1.8213940e-03	4.1453030e-04
1054          	1.7075230e-02	2.4243010e-03	1.7314800e-03	4.0722740e-04
1055          	1.5864880e-02	2.3142310e-03	1.7430690e-03	4.0110990e-04
1056          	1.6346920e-02	2.2692820e-03	1.7043090e-03	3.7999250e-04
1057          	1.4003820e-02	2.3631190e-03	1.6935020e-03	4.0067660e-04
1058          	1.3766830e-02	2.2688250e-03	1.6130240e-03	3.8030580e-04
1059          	1.9125610e-02	2.2338400e-03	1.6130790e-03	3.7761730e-04
1060          	1.9489400e-02	2.5699940e-03	1.8242290e-03	4.2734800e-04
1061          	1.7875360e-02	2.6233320e-03	1.8489450e-03	4.4720450e-04
1062          	1.5332180e-02	2.3386930e-03	1.7210710e-03	3.9906710e-04
1063          	1.2225560e-02	2.3095200e-03	1.6422010e-03	3.7317010e-04
1064          	1.4521240e-02	2.2033160e-03	1.6362230e-03	3.8214450e-04
1065          	1.4708820e-02	2.4160270e-03	1.7152960e-03	3.8465520e-04
1066          	1.5317840e-02	2.4448590e-03	1.7940350e-03	3.9991030e-04
1067          	1.4419950e-02	2.2416360e-03	1.7162750e-03	4.2720490e-04
1068          	1.5924090e-02	2.2149180e-03	1.5843830e-03	3.6887750e-04
1069          	1.5461590e-02	2.3152420e-03	1.7139720e-03	3.9558390e-04
1070          	1.4686790e-02	2.2093790e-03	1.6615130e-03	3.9075340e-04
1071          	1.4177700e-02	2.2121610e-03	1.6395630e-03	3.7259810e-04
